parameter,lbci,posterior.median,ubci
"psi[19,32]",0,0.018796331,0.267493331
"psi[19,33]",0,0.007134036,0.096120351
"psi[19,34]",0,0.029778093,0.58248002
"psi[19,35]",0,0.009622622,0.145614519
"psi[19,36]",0,0.002942798,0.103069445
"psi[19,37]",0.000464385,0.041380166,0.274798192
"psi[19,38]",0,0.03443915,0.384650473
"psi[19,39]",0,0.01991319,0.189172589
"psi[19,4]",0.175828381,0.619380972,0.983362223
"psi[19,40]",0,0.01188364,0.173722619
"psi[19,41]",0.000134723,0.022597628,0.202208345
"psi[19,42]",0.000120131,0.016851871,0.202365364
"psi[19,43]",0,0.032233016,0.220093792
"psi[19,44]",0.000706672,0.041055038,0.181976769
"psi[19,45]",0,0.020153904,0.286553622
"psi[19,46]",0.001204456,0.039660166,0.212179137
"psi[19,47]",0,0.003123167,0.097516333
"psi[19,48]",0,0.008999869,0.116363374
"psi[19,49]",0,0.012611625,0.176737955
"psi[19,5]",0,0.5,0.722037461
"psi[19,50]",0,0.011429349,0.175160819
"psi[19,6]",0.034841391,0.166217213,0.482329029
"psi[19,7]",0.009195518,0.086479271,0.281835592
"psi[19,8]",0.179504692,0.649466018,0.983584831
"psi[19,9]",0.001298943,0.038615134,0.236382468
"psi[2,1]",0.013843866,0.141774198,0.699030016
"psi[2,10]",0.007447333,0.107785221,0.516790591
"psi[2,11]",0.000541818,0.210694463,0.765715818
"psi[2,12]",0.006368018,0.148472895,0.603848822
"psi[2,13]",0.001001525,0.069821234,0.45563059
"psi[2,14]",0.001388315,0.068916018,0.60397487
"psi[2,15]",0.001671211,0.089954181,0.403959124
"psi[2,16]",0.004896087,0.094529562,0.537231487
"psi[2,17]",0.00226685,0.095100982,0.566510024
"psi[2,18]",0.000437774,0.060349071,0.446636104
"psi[2,19]",0.001326405,0.08165496,0.496096036
"psi[2,2]",0.000950777,0.088430203,0.445511551
"psi[2,20]",0.000426008,0.055927797,0.480433404
"psi[2,21]",0,0.003604679,0.999313004
"psi[2,22]",0.001636739,0.157412784,0.627970103
"psi[2,23]",0.000533624,0.06322882,0.446424433
"psi[2,24]",0.001515945,0.126179403,0.584560099
"psi[2,25]",0.002607329,0.076089125,0.384084215
"psi[2,26]",0.001636909,0.074224763,0.651977666
"psi[2,27]",0,0.114491411,0.968474003
"psi[2,28]",0.008061051,0.136888697,0.559244479
"psi[2,29]",0.000848532,0.087172033,0.745981556
"psi[2,3]",0.000929827,0.067834367,0.571095307
"psi[2,30]",0.006574196,0.142245764,0.650424783
"psi[2,31]",0.000613816,0.080742339,0.56404492
"psi[2,32]",0.002120057,0.097819939,0.783837913
"psi[2,33]",0.000697976,0.066232034,0.637223085
"psi[2,34]",0.00014127,0.088213489,0.998285407
"psi[2,35]",0.002289321,0.109143147,0.538663039
"psi[2,36]",0.000738903,0.108796259,0.835159959
"psi[2,37]",0.002516711,0.113670716,0.473671384
"psi[2,38]",0.001568524,0.088953401,0.556329172
"psi[2,39]",0.002583628,0.112007244,0.494904908
"psi[2,4]",0.000271633,0.056532514,0.579073713
"psi[2,40]",0.004558275,0.128702973,0.713130822
"psi[2,41]",0.002166658,0.080179635,0.705460802
"psi[2,42]",0.003399845,0.133130839,0.743596654
"psi[2,43]",0.001434448,0.100542818,0.502637154
"psi[2,44]",0.009677295,0.119607743,0.53222473
"psi[2,45]",0.000309647,0.095979565,0.756802228
"psi[2,46]",0.010674483,0.130750152,0.58975264
"psi[2,47]",0.000412804,0.063749271,0.481970255
"psi[2,48]",0.001469206,0.085876131,0.770104946
"psi[2,49]",0.000699466,0.079553522,0.609623477
"psi[2,5]",0,0.000995854,1
"psi[2,50]",0.004159306,0.123211495,0.714749611
"psi[2,6]",0.002986891,0.121587818,0.438199118
"psi[2,7]",0.00875948,0.12550373,0.538810169
"psi[2,8]",0.00023787,0.05333923,0.555691736
"psi[2,9]",0.012965991,0.132514318,0.61463287
"psi[20,1]",0.060727418,0.235903976,0.531731889
"psi[20,10]",0.097513069,0.289688269,0.475175
"psi[20,11]",0.259334758,0.617500629,0.916496796
"psi[20,12]",0.313595003,0.656402617,0.911139939
"psi[20,13]",0.283480137,0.519652989,0.753170598
"psi[20,14]",0.233710868,0.647212637,0.936700552
"psi[20,15]",0.027429314,0.222323255,0.489644227
"psi[20,16]",0.161481802,0.474294877,0.718737466
"psi[20,17]",0.087547814,0.352515034,0.65152993
"psi[20,18]",0.28678992,0.657972212,0.903831129
"psi[20,19]",0.2212968,0.493993935,0.7373267
"psi[20,2]",0.284534573,0.528513069,0.772822547
"psi[20,20]",0.342272714,0.618398681,0.874535285
"psi[20,21]",0,0.005914547,0.999665154
"psi[20,22]",0.048554832,0.226064837,0.522893153
"psi[20,23]",0.27386024,0.661268179,0.894031736
"psi[20,24]",0.055434175,0.222543928,0.449553688
"psi[20,25]",0.107055082,0.296300446,0.53938109
"psi[20,26]",0.287048669,0.573618146,0.851716299
"psi[20,27]",0.151623202,0.825656368,0.998927561
"psi[20,28]",0.151558634,0.375077568,0.620953583
"psi[20,29]",0.259511937,0.591898956,0.92110046
"psi[20,3]",0.338145034,0.596498765,0.872351817
"psi[20,30]",0.274076585,0.639222525,0.920211012
"psi[20,31]",0.002110791,0.027904096,0.190312145
"psi[20,32]",0.005333226,0.107157523,0.429999422
"psi[20,33]",0.00063392,0.033074945,0.239316699
"psi[20,34]",0.014161218,0.206623057,0.894077925
"psi[20,35]",0.005132157,0.058707335,0.314398542
"psi[20,36]",0,0.017185551,0.254700884
"psi[20,37]",0.039419313,0.215019663,0.504079044
"psi[20,38]",0.00081411,0.084380529,0.417971974
"psi[20,39]",0.012938609,0.106585286,0.361654411
"psi[20,4]",0.402138143,0.743303762,0.941438128
"psi[20,40]",0.014432008,0.087347179,0.368605184
"psi[20,41]",0.010181175,0.127019781,0.408968472
"psi[20,42]",0.02629752,0.1254161,0.432515996
"psi[20,43]",0.002822596,0.076973668,0.315399926
"psi[20,44]",0.020568399,0.144202788,0.381147502
"psi[20,45]",0.00011522,0.03713887,0.236374378
"psi[20,46]",0.044006062,0.171401348,0.480018044
"psi[20,47]",0.000552408,0.012902788,0.138619111
"psi[20,48]",0.001956173,0.048503528,0.292155497
"psi[20,49]",0.000710697,0.038956775,0.204801495
"psi[20,5]",0,0.000168964,0.799386475
"psi[20,50]",0.019303499,0.104386976,0.489517834
"psi[20,6]",0.174284424,0.445658077,0.709979405
"psi[20,7]",0.075435749,0.272528106,0.48808276
"psi[20,8]",0.387672818,0.730273288,0.93998327
"psi[20,9]",0.04819095,0.170190674,0.508295268
"psi[21,1]",0.00157646,0.358155027,0.828982995
"psi[21,10]",0.002266547,0.200592788,0.597177614
"psi[21,11]",0.000729311,0.080375321,0.856223294
"psi[21,12]",0.003080224,0.13687538,0.577322519
"psi[21,13]",0.003237443,0.080357579,0.585127092
"psi[21,14]",0.001574011,0.130570153,0.690019081
"psi[21,15]",0.004119033,0.141235594,0.764431105
"psi[21,16]",0.002281588,0.098081133,0.457104261
"psi[21,17]",0.00557095,0.168589051,0.818370373
"psi[21,18]",0.001877272,0.065364697,0.502652267
"psi[21,19]",0.004545798,0.107359815,0.669451139
"psi[21,2]",0.002454291,0.092175392,0.608379164
"psi[21,20]",0.000969252,0.055833049,0.530325254
"psi[21,21]",0,0.001278068,0.999217154
"psi[21,22]",0.000959776,0.142123531,0.883732021
"psi[21,23]",0.001491501,0.053384686,0.665871046
"psi[21,24]",0.001448098,0.165650021,0.536722773
"psi[21,25]",0.003577404,0.117840047,0.765702939
"psi[21,26]",0.003442478,0.139946353,0.719330967
"psi[21,27]",0,0.193030935,0.982554615
"psi[21,28]",0.005040504,0.183434239,0.518934423
"psi[21,29]",0.000793817,0.061086964,0.383724895
"psi[21,3]",0.002524094,0.103912107,0.625728373
"psi[21,30]",0.00297004,0.149808261,0.56386181
"psi[21,31]",0,0.288661663,0.895736452
"psi[21,32]",0.004941388,0.28258056,0.810003916
"psi[21,33]",0.001863337,0.247579323,0.893303789
"psi[21,34]",0.000184752,0.14603542,0.998102528
"psi[21,35]",0.000162853,0.285324329,0.889973448
"psi[21,36]",0.001615707,0.39759569,0.963430527
"psi[21,37]",0.00048966,0.208788506,0.662150456
"psi[21,38]",0.002929432,0.15568809,0.812547494
"psi[21,39]",0.000274491,0.225569837,0.768262022
"psi[21,4]",0.000629559,0.057667953,0.535007868
"psi[21,40]",0.000404105,0.388956509,0.901882648
"psi[21,41]",0.003165319,0.281840686,0.780835074
"psi[21,42]",0.000478387,0.398183469,0.89335829
"psi[21,43]",0.000416458,0.154227892,0.637983106
"psi[21,44]",0.001929816,0.240063346,0.733169872
"psi[21,45]",0,0.113393718,0.871573397
"psi[21,46]",0.001752468,0.332546782,0.733337173
"psi[21,47]",0,0.24052662,0.92362849
"psi[21,48]",0.001796944,0.344007279,0.893109584
"psi[21,49]",0.000305844,0.163818428,0.758128435
"psi[21,5]",0,0.5,0.999643923
"psi[21,50]",0.000216002,0.395693696,0.909996273
"psi[21,6]",0.001868644,0.129626129,0.582470078
"psi[21,7]",0.00409019,0.185126454,0.64166888
"psi[21,8]",0.00062122,0.048387338,0.481587413
"psi[21,9]",0.002494249,0.321807754,0.754631949
"psi[22,1]",0.016021814,0.193797582,0.639901627
"psi[22,10]",0.039349804,0.197772806,0.57491937
"psi[22,11]",0.062793911,0.548406116,0.996754465
"psi[22,12]",0.108451899,0.657871606,0.97615634
"psi[22,13]",0.19016359,0.503308767,0.962899936
"psi[22,14]",0.103101523,0.609214227,0.973965507
"psi[22,15]",0.036431721,0.198635983,0.524160447
"psi[22,16]",0.073283304,0.381089667,0.895237066
"psi[22,17]",0.111059689,0.385907674,0.756366639
"psi[22,18]",0.238956619,0.694030421,0.996671765
"psi[22,19]",0.179864924,0.524898436,0.961780294
"psi[22,2]",0.181540385,0.479108721,0.963847785
"psi[22,20]",0.210212943,0.637472668,0.996707676
"psi[22,21]",0,0.005434767,0.981064244
"psi[22,22]",0.014145841,0.213152028,0.613469546
"psi[22,23]",0.206397512,0.611411941,0.993608174
"psi[22,24]",0.010716336,0.136485265,0.425762412
"psi[22,25]",0.050451305,0.276426561,0.551888955
"psi[22,26]",0.127799112,0.658478063,0.962200909
"psi[22,27]",0.163231847,0.881197239,0.999766415
"psi[22,28]",0.100233195,0.378739268,0.795763412
"psi[22,29]",0.125096748,0.58371276,0.998752551
"psi[22,3]",0.203792999,0.632145867,0.968501622
"psi[22,30]",0.116763998,0.656324641,0.974696258
"psi[22,31]",0,0.020313367,0.134162636
"psi[22,32]",0.000710057,0.078280762,0.253272074
"psi[22,33]",0,0.022847944,0.150353629
"psi[22,34]",0,0.179532254,0.958929273
"psi[22,35]",0,0.042872223,0.212654518
"psi[22,36]",0,0.013845585,0.16050587
"psi[22,37]",0.001956102,0.125742963,0.389420382
"psi[22,38]",0.000745987,0.055319705,0.308243581
"psi[22,39]",0.000494498,0.069834946,0.283551632
"psi[22,4]",0.258147638,0.760916329,0.999068608
"psi[22,40]",0.000200734,0.059994179,0.311835499
"psi[22,41]",0.001120736,0.088892299,0.265048131
"psi[22,42]",0.000600633,0.078015451,0.384633762
"psi[22,43]",0.000486513,0.041664269,0.256749407
"psi[22,44]",0.004225153,0.116039651,0.310608764
"psi[22,45]",0,0.013060751,0.205564047
"psi[22,46]",0.00714468,0.135697784,0.435423672
"psi[22,47]",0,0.008651834,0.106197546
"psi[22,48]",0,0.032581376,0.193831947
"psi[22,49]",0,0.01674614,0.171750429
"psi[22,5]",0.227303776,0.999316392,1
"psi[22,50]",0.00014545,0.065346478,0.347670937
"psi[22,6]",0.105300122,0.344751034,0.917161013
"psi[22,7]",0.039836069,0.242369316,0.572344128
"psi[22,8]",0.235822223,0.724975053,0.99951992
"psi[22,9]",0.009411193,0.141178547,0.483035039
"psi[23,1]",0.185552459,0.734976208,0.980370741
"psi[23,10]",0.137072779,0.499666374,0.892383386
"psi[23,11]",0.01002439,0.158426916,0.654846627
"psi[23,12]",0.207772106,0.56526784,0.894852657
"psi[23,13]",0.061141813,0.206898368,0.516565339
"psi[23,14]",0.211186706,0.648888189,0.945198073
"psi[23,15]",0.060071673,0.268564941,0.93316994
"psi[23,16]",0.069027059,0.259079618,0.670046289
"psi[23,17]",0.102552923,0.376201305,0.923623737
"psi[23,18]",0.02414694,0.127822735,0.419706868
"psi[23,19]",0.072401741,0.244994257,0.683981239
"psi[23,2]",0.060085328,0.207466875,0.553644152
"psi[23,20]",0.039233386,0.162072012,0.492869154
"psi[23,21]",0,0.001635625,0.982682657
"psi[23,22]",0.010659724,0.114713618,0.794632393
"psi[23,23]",0.03117482,0.162839554,0.441377014
"psi[23,24]",0.03725061,0.300816414,0.725619362
"psi[23,25]",0.074231335,0.311168869,0.832399405
"psi[23,26]",0.195051618,0.568186813,0.879837151
"psi[23,27]",0.126652266,0.813531464,0.998519892
"psi[23,28]",0.145865509,0.442233534,0.865527818
"psi[23,29]",0.014968108,0.090883638,0.409884964
"psi[23,3]",0.109160095,0.337201139,0.663214603
"psi[23,30]",0.23108355,0.623348217,0.910286786
"psi[23,31]",0.028876072,0.375602187,0.974391287
"psi[23,32]",0.034036542,0.321175665,0.995123741
"psi[23,33]",0.016813531,0.18928249,0.995169138
"psi[23,34]",0.000544187,0.184927786,0.997719944
"psi[23,35]",0.03230731,0.431834989,0.934033395
"psi[23,36]",0.011900369,0.211588781,0.999703381
"psi[23,37]",0.0592423,0.315483784,0.698545509
"psi[23,38]",0.019245082,0.089020026,0.992663698
"psi[23,39]",0.043365449,0.391467592,0.887966581
"psi[23,4]",0.029264688,0.152861723,0.54064109
"psi[23,40]",0.077847629,0.656415932,0.970717225
"psi[23,41]",0.051310659,0.359831727,0.987503344
"psi[23,42]",0.110525086,0.689750949,0.973367161
"psi[23,43]",0.011479537,0.118687647,0.860680435
"psi[23,44]",0.073335382,0.385194383,0.954752278
"psi[23,45]",0.002497163,0.053178018,0.962525598
"psi[23,46]",0.114018722,0.557320601,0.972831187
"psi[23,47]",0.01040171,0.235889732,0.96180649
"psi[23,48]",0.024585174,0.29073367,0.996598508
"psi[23,49]",0.007113939,0.137118368,0.929076176
"psi[23,5]",0,0.001549888,0.999999697
"psi[23,50]",0.073517581,0.649936081,0.958476314
"psi[23,6]",0.068381696,0.237704066,0.564380615
"psi[23,7]",0.100612913,0.388781892,0.895008417
"psi[23,8]",0.025016802,0.132651695,0.465554542
"psi[23,9]",0.128697531,0.574292557,0.972176849
"psi[24,1]",0.008101517,0.253249346,0.599554469
"psi[24,10]",0.010895648,0.173892663,0.416193793
"psi[24,11]",0.001110128,0.051160432,0.549670176
"psi[24,12]",0.000308948,0.09025591,0.281754338
"psi[24,13]",0.000473711,0.037726025,0.198814774
"psi[24,14]",0.000228437,0.065377611,0.245152899
"psi[24,15]",0.003032954,0.095165873,0.272395491
"psi[24,16]",0.002247757,0.060417261,0.272580282
"psi[24,17]",0.002535114,0.087488543,0.314301184
"psi[24,18]",0.000200498,0.020010994,0.214999427
"psi[24,19]",0.000744838,0.044764995,0.251055343
"psi[24,2]",0.000578055,0.04347644,0.201587267
"psi[24,20]",0,0.02113849,0.193918182
"psi[24,21]",0,0.000349852,0.395822041
"psi[24,22]",0.014393426,0.130924272,0.609045399
"psi[24,23]",0.000351984,0.029712634,0.229458973
"psi[24,24]",0.014382901,0.164663335,0.518707065
"psi[24,25]",0.004772663,0.088626969,0.263497206
"psi[24,26]",0.000572606,0.056593497,0.247580254
"psi[24,27]",0,0.071389617,0.850927043
"psi[24,28]",0.002642736,0.114667836,0.32022823
"psi[24,29]",0,0.026884665,0.267163505
"psi[24,3]",0.001047336,0.039638383,0.244443392
"psi[24,30]",0.000342802,0.093701987,0.270723935
"psi[24,31]",0.112996413,0.586538169,0.914012697
"psi[24,32]",0.045251215,0.276092597,0.614771996
"psi[24,33]",0.079300508,0.336122802,0.744431955
"psi[24,34]",0,0.171445329,0.783484249
"psi[24,35]",0.132344417,0.579172271,0.893220282
"psi[24,36]",0.079716843,0.576313111,0.959258817
"psi[24,37]",0.062207881,0.272318817,0.696566925
"psi[24,38]",0.003515083,0.114703232,0.532489274
"psi[24,39]",0.116311227,0.378927299,0.767581357
"psi[24,4]",0,0.014795817,0.206832697
"psi[24,40]",0.128940681,0.521085966,0.92332051
"psi[24,41]",0.050496487,0.246624284,0.601895766
"psi[24,42]",0.106878897,0.426523034,0.900291091
"psi[24,43]",0.031599127,0.223372064,0.580027178
"psi[24,44]",0.032629278,0.256900427,0.526742346
"psi[24,45]",0.006181484,0.209191773,0.716141815
"psi[24,46]",0.027879402,0.24874099,0.543387102
"psi[24,47]",0.101636471,0.670112512,0.956867144
"psi[24,48]",0.089171438,0.397175408,0.842044539
"psi[24,49]",0.057827521,0.367102039,0.704752243
"psi[24,5]",0,0.224073087,1
"psi[24,50]",0.162656279,0.543512704,0.928991349
"psi[24,6]",0.002056866,0.092075339,0.308378624
"psi[24,7]",0.009943673,0.17683096,0.376790544
"psi[24,8]",0,0.013278251,0.191263696
"psi[24,9]",0.019959434,0.231716426,0.543704374
"psi[25,1]",0.0029304,0.072020106,0.418467503
"psi[25,10]",0.015294076,0.103152539,0.315750593
"psi[25,11]",0.053870213,0.371008688,0.84160974
"psi[25,12]",0.248882561,0.556507051,0.895457133
"psi[25,13]",0.209019958,0.491182538,0.82622306
"psi[25,14]",0.106404768,0.470215471,0.946544125
"psi[25,15]",0.005999824,0.140855156,0.439747403
"psi[25,16]",0.11796769,0.269492371,0.650844569
"psi[25,17]",0.008969758,0.277472599,0.636252991
"psi[25,18]",0.223729854,0.696966423,0.963923837
"psi[25,19]",0.117998794,0.461971276,0.802807049
"psi[25,2]",0.20482822,0.475645207,0.78694048
"psi[25,20]",0.351027525,0.709976666,0.952728147
"psi[25,21]",0,0.000710576,0.483764643
"psi[25,22]",0.003599475,0.069141849,0.346851233
"psi[25,23]",0.302639545,0.65113353,0.961809977
"psi[25,24]",0.005406414,0.047889969,0.267069707
"psi[25,25]",0.025991505,0.196116574,0.482740852
"psi[25,26]",0.176935816,0.527959455,0.853642132
"psi[25,27]",0.003494835,0.443476105,0.999219797
"psi[25,28]",0.041030037,0.2281313,0.513835929
"psi[25,29]",0.203920537,0.703112977,0.96007073
"psi[25,3]",0.257457348,0.562843753,0.896389453
"psi[25,30]",0.226074405,0.504405692,0.875907644
"psi[25,31]",0,0.002506652,0.164529926
"psi[25,32]",0.000146772,0.013710464,0.142374134
"psi[25,33]",0,0.002960367,0.050043521
"psi[25,34]",0.000180447,0.044086369,0.444668945
"psi[25,35]",0,0.005887955,0.206919763
"psi[25,36]",0,0.001278445,0.061230778
"psi[25,37]",0.004370775,0.042687103,0.308267488
"psi[25,38]",0,0.020394406,0.131372164
"psi[25,39]",0.000247857,0.015856452,0.212024266
"psi[25,4]",0.442776003,0.841985034,0.98840058
"psi[25,40]",0,0.009492725,0.335804542
"psi[25,41]",0.000363494,0.017284959,0.248218902
"psi[25,42]",0.000181209,0.014461466,0.399881462
"psi[25,43]",0.000300632,0.011612049,0.118033863
"psi[25,44]",0.002012566,0.042738789,0.192858493
"psi[25,45]",0,0.003855551,0.046944279
"psi[25,46]",0.000971207,0.050303146,0.373334783
"psi[25,47]",0,0.000832461,0.114084352
"psi[25,48]",0,0.004265409,0.118468349
"psi[25,49]",0,0.003337781,0.051245161
"psi[25,5]",0,0.1,0.261146886
"psi[25,50]",0,0.011316059,0.442455712
"psi[25,6]",0.11641101,0.259912593,0.596988773
"psi[25,7]",0.016239743,0.119510883,0.334802989
"psi[25,8]",0.344372954,0.8418095,0.987853367
"psi[25,9]",0.001006294,0.059949324,0.354661893
"psi[26,1]",0.592239253,0.87880268,0.967780949
"psi[26,10]",0.677210193,0.851509974,0.949309176
"psi[26,11]",0.636038163,0.925090433,0.996503925
"psi[26,12]",0.5756962,0.848618817,0.975686986
"psi[26,13]",0.488964717,0.692201644,0.864403008
"psi[26,14]",0.416290062,0.807609232,0.983776809
"psi[26,15]",0.352325531,0.764135408,0.898366243
"psi[26,16]",0.582377272,0.788159219,0.952862755
"psi[26,17]",0.335557675,0.743585889,0.903591823
"psi[26,18]",0.316166889,0.626216722,0.906316307
"psi[26,19]",0.454844494,0.665957935,0.858233512
"psi[26,2]",0.559709846,0.78728129,0.907448327
"psi[26,20]",0.368374792,0.647316817,0.874019131
"psi[26,21]",0.368321085,0.980536511,0.99999975
"psi[26,22]",0.669106244,0.914652675,0.986227362
"psi[26,23]",0.398297905,0.720669045,0.940554977
"psi[26,24]",0.766773048,0.921292502,0.981287774
"psi[26,25]",0.54694305,0.76255542,0.885995027
"psi[26,26]",0.439792718,0.743738984,0.942811921
"psi[26,27]",0.538074412,0.972465727,0.999991574
"psi[26,28]",0.544818801,0.811723855,0.935417298
"psi[26,29]",0.357859052,0.723048838,0.938504542
"psi[26,3]",0.453518136,0.681082955,0.899212067
"psi[26,30]",0.584649692,0.850123064,0.974350841
"psi[26,31]",0.532818569,0.884048525,0.980419418
"psi[26,32]",0.739241386,0.928932115,0.983705359
"psi[26,33]",0.615083264,0.919487143,0.983210489
"psi[26,34]",0.538074074,0.974294528,0.999872646
"psi[26,35]",0.727805094,0.922760278,0.987840874
"psi[26,36]",0.597502405,0.95286755,0.994223943
"psi[26,37]",0.723714637,0.920391723,0.992503366
"psi[26,38]",0.461697903,0.902538983,0.982962636
"psi[26,39]",0.737188766,0.919249051,0.987199654
"psi[26,4]",0.283275857,0.591685602,0.884795119
"psi[26,40]",0.671185319,0.916601972,0.982514094
"psi[26,41]",0.675920825,0.887070437,0.966921699
"psi[26,42]",0.694731303,0.931488972,0.985257608
"psi[26,43]",0.693842798,0.909687007,0.978281307
"psi[26,44]",0.693079556,0.885151793,0.965493582
"psi[26,45]",0.724462109,0.954096431,0.99656952
"psi[26,46]",0.473247899,0.840049432,0.951033713
"psi[26,47]",0.294876122,0.852234234,0.979814203
"psi[26,48]",0.64418108,0.918737345,0.983005518
"psi[26,49]",0.801659909,0.949457333,0.992195101
"psi[26,5]",0.516257573,0.999978676,1
"psi[26,50]",0.559992834,0.885650021,0.978871567
"psi[26,6]",0.617157362,0.852060506,0.97945995
"psi[26,7]",0.707390491,0.857236756,0.946048687
"psi[26,8]",0.275298859,0.615991074,0.876847227
"psi[26,9]",0.518637845,0.843240226,0.950425929
"psi[27,1]",0.315958498,0.623794815,0.967680577
"psi[27,10]",0.294537801,0.483140798,0.836634654
"psi[27,11]",0.01188655,0.337137556,0.784904741
"psi[27,12]",0.049121243,0.311182336,0.75561422
